GE,89.07,2022-04-23 22:05:52.734425
BA,176.92,2022-04-23 22:05:52.968892
ZTS,181.95,2022-04-23 22:05:53.131619
ADP,223.52,2022-04-23 22:05:53.432913
MDLZ,65.06,2022-04-23 22:05:53.610911
CB,206.1,2022-04-23 22:05:53.814695
SYK,248.31,2022-04-23 22:05:53.998832
MU,69.41,2022-04-23 22:05:54.225115
CME,222.92,2022-04-23 22:05:54.398463
MMM,149.17,2022-04-23 22:05:54.768000
CSX,34.52,2022-04-23 22:05:54.967018
DUK,114.28,2022-04-23 22:05:55.171452
BDX,255.04,2022-04-23 22:05:55.388820
CI,255.06,2022-04-23 22:05:55.584390
ADI,155.25,2022-04-23 22:05:55.754243
MMC,170.83,2022-04-23 22:05:55.969737
CCI,194.14,2022-04-23 22:05:56.133318
PNC,173.25,2022-04-23 22:05:56.363160
GILD,62.25,2022-04-23 22:05:56.595728
TFC,50.89,2022-04-23 22:05:56.807918
BKNG,2213.87,2022-04-23 22:05:56.955141
ICE,117.25,2022-04-23 22:05:57.137429
SO,75.91,2022-04-23 22:05:57.412811
TMUS,128.63,2022-04-23 22:05:57.624850
USB,50.83,2022-04-23 22:05:57.862836
NOC,447.4,2022-04-23 22:05:58.077422
TJX,62.71,2022-04-23 22:05:58.260938
EOG,116.12,2022-04-23 22:05:58.468408
FCX,41.91,2022-04-23 22:05:58.733512
LRCX,463.13,2022-04-23 22:05:58.890078
CHTR,511.37,2022-04-23 22:05:59.091804
NSC,258.59,2022-04-23 22:05:59.300127
EW,118.38,2022-04-23 22:05:59.449652
D,84.89,2022-04-23 22:05:59.637391
REGN,688.08,2022-04-23 22:05:59.789302
CL,81.1,2022-04-23 22:05:59.999479
AON,321.64,2022-04-23 22:06:00.203447
EQIX,745.41,2022-04-23 22:06:00.358572
F,15.13,2022-04-23 22:06:00.640513
ATVI,78.61,2022-04-23 22:06:00.881061
PGR,108.34,2022-04-23 22:06:01.111953
HCA,210.64,2022-04-23 22:06:01.324305
NEM,74.52,2022-04-23 22:06:01.501441
EL,264.04,2022-04-23 22:06:01.683923
BSX,43.9,2022-04-23 22:06:01.918133
WM,157.51,2022-04-23 22:06:02.121929
VRTX,270.42,2022-04-23 22:06:02.334008
ITW,203.35,2022-04-23 22:06:02.595034
SLB,41.65,2022-04-23 22:06:02.838362
SHW,244.92,2022-04-23 22:06:03.054470
ETN,146.04,2022-04-23 22:06:03.385479
GM,39.84,2022-04-23 22:06:03.539616
PSA,402.36,2022-04-23 22:06:03.772306
GD,238.79,2022-04-23 22:06:04.015031
FISV,97.36,2022-04-23 22:06:04.188837
HUM,444.48,2022-04-23 22:06:04.376191
EMR,93.6,2022-04-23 22:06:04.667871
PXD,236.24,2022-04-23 22:06:04.906566
LHX,247.88,2022-04-23 22:06:05.143170
COF,135.28,2022-04-23 22:06:05.346272
FIS,99.97,2022-04-23 22:06:05.518198
MCO,322.42,2022-04-23 22:06:05.761982
ILMN,322.67,2022-04-23 22:06:05.984932
FDX,205.21,2022-04-23 22:06:06.151508
OXY,56.62,2022-04-23 22:06:06.393907
APD,242.92,2022-04-23 22:06:06.634229
CNC,84.41,2022-04-23 22:06:06.811783
